20201223,宝山,共康,三阳台婚房装修一号线通河新村 南北大两房随时可看房主自荐,576万,2室2厅 | 98.72平米 | 南 北 | 精装 | 低楼层(共16层) | 2008年建 | 板楼,http://image1.ljcdn.com/110000-inspection/b46965ee-d858-4677-9dbb-4afcd68a2fd7_1000.jpg.296x216.jpg
20201223,宝山,共康,双南简装两房，户型正气，近地铁，配套好房主自荐,382万,2室1厅 | 75.36平米 | 北 | 毛坯 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/9e38be4d-9303-4ab4-97a8-755c4e20138a_1000.jpg.296x216.jpg
20201223,宝山,共康,和欣国际花园 2室2厅 南房主自荐,650万,2室2厅 | 98平米 | 南 | 精装 | 低楼层(共18层) | 2009年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_rsJDbhgGG.jpg.296x216.jpg
20201223,宝山,共康,精装修，大一房，高楼层，采光好，近进出口房主自荐,208万,1室1厅 | 43.18平米 | 南 | 精装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_lvY9xPmC2_1.jpg.296x216.jpg
20201223,宝山,共康,此房满五唯一 总价低 采光充足 视野开阔 配套齐全 .,355万,2室1厅 | 75.82平米 | 南 | 精装 | 低楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/4bd12198-bcb6-4cb1-ac1e-48f341e053a2_1000.jpg.296x216.jpg
20201223,宝山,共康,近万达户型正气精装修自带30平小花园和鱼塘有固定车位房主自荐,620万,2室2厅 | 97.76平米 | 南 | 精装 | 低楼层(共13层) | 2006年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_x8e0kDhyQ.jpg.296x216.jpg
20201223,宝山,共康,共康板块在售中间楼层婚房装修，双南两房，全明户型房主自荐,420万,2室1厅 | 76.85平米 | 南 | 精装 | 中楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/35cbdec9-e209-4851-8d64-c8a608243472_1000.jpg.296x216.jpg
20201223,宝山,共康,北通户型。小区人车分流。户型方正。,630万,3室2厅 | 109.33平米 | 南 | 简装 | 低楼层(共17层) | 2015年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_jduEtBtmr_1.jpg.296x216.jpg
20201223,宝山,共康,链家优选：14平超大客厅，南北通透，全明正气二房！房主自荐,320万,2室1厅 | 66.15平米 | 南 北 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_gM7AnG8P3.jpg.296x216.jpg
20201223,宝山,共康,精装修 大三房 三开间朝南 随时可签房主自荐,748万,3室2厅 | 124.87平米 | 南 北 | 精装 | 低楼层(共17层) | 2015年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_sfSlAt851_1.jpg.296x216.jpg
20201223,宝山,共康,小区少有户型，单价低，业主诚意出售房主自荐,838万,3室2厅 | 174.74平米 | 南 | 毛坯 | 低楼层(共18层) | 2011年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_1oJYX2whX.jpg.296x216.jpg
