20201223,杨浦,控江路,边套全明+南北2房+诚意出售+看房方便+无抵押+产权清晰,300万,2室0厅 | 51.69平米 | 南 | 简装 | 高楼层(共6层) | 1985年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_W824X4nXM_1.jpg.296x216.jpg
20201223,杨浦,控江路,南北两房 理工 诚意出售 看房方便 通风好 采光佳,275万,2室1厅 | 54.63平米 | 南 北 | 简装 | 高楼层(共6层) | 1986年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_WbT78wquW_1.jpg.296x216.jpg
20201223,杨浦,控江路,图们路20弄 3室1厅 西南新上,590万,3室1厅 | 90.51平米 | 西南 | 精装 | 中楼层(共28层) | 2015年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/7d0a1c6d-1376-4a2f-b590-19ddea7ef3c6_1000.jpg.296x216.jpg
20201223,杨浦,控江路,控江路874弄 1室1厅 南 西新上,245万,1室1厅 | 39.59平米 | 南 西 | 精装 | 高楼层(共5层) | 1965年建 | 板楼,http://image1.ljcdn.com/110000-inspection/60cf783b-4094-4fd1-9569-2e8f774ad3f4_1000.jpg.296x216.jpg
20201223,杨浦,控江路,交通便利 商圈成熟 环境优美 视野开阔新上,252万,1室1厅 | 41.65平米 | 南 | 精装 | 高楼层(共5层) | 1976年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_b3Vh7UufN_1.jpg.296x216.jpg
20201223,杨浦,控江路,大区聚焦+近地铁+大客厅带阁楼+实际面积123平+税费低房主自荐,640万,3室2厅 | 80.41平米 | 南 | 精装 | 高楼层(共5层) | 2000年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_RQxOuRClb_1.jpg.296x216.jpg
20201223,杨浦,控江路,大区聚焦+近地铁+顶楼带阁楼+实际面积123平+税费低房主自荐,718万,3室2厅 | 122.57平米 | 南 | 精装 | 高楼层(共5层) | 2010年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_6Sr3VztZ4_1.jpg.296x216.jpg
20201223,杨浦,控江路,两房朝南一房朝东，小区正中花园位置，带四十平院子。房主自荐,880万,3室2厅 | 118.17平米 | 南 | 精装 | 低楼层(共11层) | 2000年建 | 板楼,http://image1.ljcdn.com/110000-inspection/50ef121c-2430-4100-979f-25c0b6adc20f_1000.jpg.296x216.jpg
20201223,杨浦,控江路,黄兴路1019弄+楼层好+业主诚意出售+配套完善房主自荐,318万,2室1厅 | 49.84平米 | 南 | 简装 | 低楼层(共6层) | 1985年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_tYIG4S39D_1.jpg.296x216.jpg
20201223,杨浦,控江路,控江路764弄 2室1厅 南,255万,2室1厅 | 45.6平米 | 南 | 其他 | 中楼层(共5层) | 1976年建 | 板楼,http://image1.ljcdn.com/110000-inspection/8597d456-43f4-4755-8aae-761a4f0884c8_1000.jpg.296x216.jpg
20201223,杨浦,控江路,层高3.5米，厨卫朝北，都是明的，房主自荐,290万,2室1厅 | 55.84平米 | 西北 | 简装 | 中楼层(共6层)  | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_CA7sSODOw_1.jpg.296x216.jpg
20201223,杨浦,控江路,经典一室户，总价低，房东诚意出售房主自荐,214万,1室1厅 | 40.19平米 | 南 | 简装 | 高楼层(共6层) | 1989年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_TfXkI6JvL_1.jpg.296x216.jpg
20201223,杨浦,控江路,满五唯一，中间楼层，朝北一门关，看房方便房主自荐,190万,1室1厅 | 36.13平米 | 北 | 简装 | 中楼层(共5层) | 1999年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_pNJ91JUfx_1.jpg.296x216.jpg
20201223,杨浦,控江路,楼层好，采光充足，精装修，配套设施齐全，交通便利。新上,190万,1室1厅 | 29.33平米 | 南 | 精装 | 中楼层(共6层) | 1979年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_mzf0fzkZf_1.jpg.296x216.jpg
