20201223,闵行,吴泾,氯碱小区 满五唯一 双阳台 采光充足 客厅有窗,215万,2室1厅 | 69.8平米 | 南 | 简装 | 高楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/110000-inspection/740c8a0a-8a14-4119-8d5e-09366212f4f5_1000.jpg.296x216.jpg
20201223,闵行,吴泾,永德小区 满五年  双南户型 格局好  采光充足,212万,2室1厅 | 59.8平米 | 南 | 简装 | 高楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/110000-inspection/125b1ce2-d6a9-4732-91d2-44cb9eaee6cb_1000.jpg.296x216.jpg
20201223,闵行,吴泾,满五唯一，业主诚心卖，看房方便，中间楼层,406万,2室2厅 | 101.87平米 | 南 北 | 简装 | 中楼层(共6层) | 2003年建 | 板楼,http://image1.ljcdn.com/110000-inspection/91d8b2d0-0c2a-49bb-ad40-a4d60283be67_1000.jpg.296x216.jpg
20201223,闵行,吴泾,楼层好，通风透光良好，诚意出售,160万,2室1厅 | 47.74平米 | 南 | 简装 | 高楼层(共5层) | 1960年建 | 板楼,http://image1.ljcdn.com/110000-inspection/59de0bee-e954-4471-85c3-17657185013d_1000.jpg.296x216.jpg
20201223,闵行,吴泾,一楼花园  自住  业主诚心出售,183万,2室1厅 | 54.68平米 | 南 | 简装 | 低楼层(共6层) | 1988年建 | 板楼,http://image1.ljcdn.com/110000-inspection/1ba09d9a-4920-4a66-8771-dbed9ac930cc_1000.jpg.296x216.jpg
20201223,闵行,吴泾,双南电梯两房，满五唯一税费少.,206万,2室1厅 | 64.6平米 | 南 | 简装 | 低楼层(共18层) | 1992年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/0caf0037-f7b5-4dab-9bb3-94b95475bf2b_1000.jpg.296x216.jpg
20201223,闵行,吴泾,采光好，出行便利，业主诚心出售,210万,1室1厅 | 60.77平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/23fc4e5a-27ae-4e90-94c8-3926b584a7b4_1000.jpg.296x216.jpg
20201223,闵行,吴泾,此房满五年唯一 诚心出售 采光好 不靠马路 看房方便,195万,2室0厅 | 51.39平米 | 南 北 | 简装 | 中楼层(共5层) | 1982年建 | 板楼,http://image1.ljcdn.com/110000-inspection/3b54364a-a34b-4886-8590-12cdb24bc5fd_1000.jpg.296x216.jpg
20201223,闵行,吴泾,双柏小区  视野宽阔 采光充足 交通方便房主自荐,235万,2室1厅 | 70.53平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_DE5yDEnfT_1.jpg.296x216.jpg
20201223,闵行,吴泾,中间楼层，小户型，刚需必备，欢迎咨询,145万,1室1厅 | 36.61平米 | 南 北 | 简装 | 中楼层(共5层) | 1983年建 | 板楼,http://image1.ljcdn.com/110000-inspection/bd152a73-3f36-49fb-95e7-ba129d8f6ad1_1000.jpg.296x216.jpg
