20201223,闵行,莘庄,沁春名邸 纯商品房社区 2+1户型 全明户型 南北通必看好房,529万,2室2厅 | 108.72平米 | 南 | 简装 | 低楼层(共14层) | 2005年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_fsanixwud_1.jpg.296x216.jpg
20201223,闵行,莘庄,莘城大两房，南北通，带两个卫生间必看好房,555万,2室2厅 | 100.85平米 | 南 | 精装 | 高楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_wtN623b81_1.jpg.296x216.jpg
20201223,闵行,莘庄,满五唯一！西湖苑经典南北两房。必看好房,258万,2室1厅 | 65.43平米 | 南 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/c630b572-0d9d-4fa4-8146-3b61aa14cc17_1000.jpg.296x216.jpg
20201223,闵行,莘庄,景观四房，三南一北户型，卧室带飘窗必看好房,967万,4室2厅 | 169.33平米 | 南 北 | 简装 | 高楼层(共6层) | 2004年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_t05RYarJx_1.jpg.296x216.jpg
20201223,闵行,莘庄,南北通透，格局好，采光充足，配套设施齐全，满五唯一必看好房,695万,2室2厅 | 98.76平米 | 南 北 | 精装 | 11层 | 2009年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_gKfWXjkcL_1.jpg.296x216.jpg
20201223,闵行,莘庄,位置好 楼层佳 诚意卖 税费少必看好房,298万,2室1厅 | 68.53平米 | 南 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_8tWyyGJ6g_1.jpg.296x216.jpg
20201223,闵行,莘庄,15平大阳台，可打羽毛球，视野无遮挡，可放跑步机。必看好房,460万,2室2厅 | 103.14平米 | 南 | 精装 | 中楼层(共18层) | 2005年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_dB5H3rZ6n_1.jpg.296x216.jpg
20201223,闵行,莘庄,西湖苑 2室0厅 南必看好房,207.1万,2室0厅 | 50.65平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_8R1f8RIfC_1.jpg.296x216.jpg
20201223,闵行,莘庄,位置好，楼层好，税费少，满五年唯一，售后公房必看好房,375万,2室1厅 | 61.56平米 | 南 | 简装 | 低楼层(共6层) | 1989年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_t5clQygMe_1.jpg.296x216.jpg
20201223,闵行,莘庄,全明户型采光好，户型方正，业主诚意卖，产权清晰。必看好房,279万,2室1厅 | 64平米 | 南 北 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_0r8AJu3vi_1.jpg.296x216.jpg
20201223,闵行,莘庄,尽享生活优游 从容间驾驭都会节奏 这里有回家的诱惑必看好房,428万,2室2厅 | 104.67平米 | 南 | 精装 | 中楼层(共8层) | 2002年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_D792rg9DE_1.jpg.296x216.jpg
20201223,闵行,莘庄,南北通大两房，全明的户型，一楼，带个大院子必看好房,436万,2室1厅 | 77.46平米 | 南 | 简装 | 低楼层(共6层) | 2003年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_DKkI3Dk2v_1.jpg.296x216.jpg
20201223,闵行,莘庄,何必曾经错过 不如现在拥有 经典白玉兰 此房久难遇必看好房,296万,2室1厅 | 63.38平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-437fdb5b-0520-4e1c-8d0b-1bce1d37ef0d.jpg.296x216.jpg
20201223,闵行,莘庄,不靠马路，电梯房，飞机户型，楼层好必看好房,995万,3室2厅 | 132.41平米 | 南 | 精装 | 中楼层(共10层) | 2006年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-c3347060-bf2b-4e06-9051-a0c7d2f2eb33.jpg.296x216.jpg
20201223,闵行,莘庄,无增和个税 一梯两户 得房率高 楼层好必看好房,285万,2室1厅 | 56.04平米 | 南 | 简装 | 中楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ku1PvrrEX_1.jpg.296x216.jpg
20201223,闵行,莘庄,南北通户型 高区景观视野开阔 精装修  方便看房必看好房,786万,2室2厅 | 96平米 | 南 | 精装 | 高楼层(共14层) | 2004年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_5Tclt4oTf_1.jpg.296x216.jpg
20201223,闵行,莘庄,万科中间位置  正气南北两房  采光通风好必看好房,825万,2室2厅 | 90.16平米 | 南 | 简装 | 高楼层(共6层) | 2002年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_FzFkf7GYg_1.jpg.296x216.jpg
20201223,闵行,莘庄,边套全明两房 电梯中层 采光好 视野开阔 近地铁必看好房,547万,2室2厅 | 92平米 | 南 西 北 | 简装 | 中楼层(共11层) | 2005年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_710jVpEKU_1.jpg.296x216.jpg
20201223,闵行,莘庄,2004年 中间楼层  中间位置  楼层好  拎包入住必看好房,554万,2室2厅 | 93.87平米 | 南 | 简装 | 中楼层(共6层) | 2004年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_p1meeEE7W_1.jpg.296x216.jpg
20201223,闵行,莘庄,康城四期经典大三房 装修保养好 楼层高视野开阔必看好房,538万,3室2厅 | 127.96平米 | 南 北 | 精装 | 中楼层(共17层) | 2008年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_hCxWlu4WF_1.jpg.296x216.jpg
20201223,闵行,莘庄,莘庄地铁一号线700米 韩式装修 拎包入住必看好房,490万,3室2厅 | 101.08平米 | 南 | 精装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_CMDURpzus_1.jpg.296x216.jpg
20201223,闵行,莘庄,中间楼层，不靠马路，边套全明户型必看好房,439万,2室1厅 | 53.59平米 | 南 | 简装 | 中楼层(共5层) | 1988年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_EVP11OVoO_1.jpg.296x216.jpg
20201223,闵行,莘庄,诚意出售，看房随时，中间楼层，南北户型必看好房,660万,2室2厅 | 86.38平米 | 南 | 简装 | 中楼层(共6层) | 2002年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/1cfd0e65-d7f9-4f66-b196-7c657f4efb3e.png.296x216.jpg
20201223,闵行,莘庄,满五唯一，售后公房，可拎包入住，茗额未使用。必看好房,370万,2室1厅 | 59.14平米 | 南 西 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/x-se/shfdfs-image/20160324/9f38f4ec-6f1b-45c6-956c-1df58adc3cf7.jpg.296x216.jpg
20201223,闵行,莘庄,大花园，北邻河，诚意出售，看房方便，价格实惠必看好房,515万,3室2厅 | 136.42平米 | 南 | 毛坯 | 低楼层(共17层) | 2006年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/standard_508c415c-e6ad-451e-9312-1043361e0544.png.296x216.jpg
20201223,闵行,莘庄,三期双南户型带花园近西门出入方便,426万,2室1厅 | 103.98平米 | 南 | 简装 | 低楼层(共14层) | 2006年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-6afd2afc-67e1-46f5-8215-8876a3934da3.jpg.296x216.jpg
20201223,闵行,莘庄,莘浜路285弄 2室1厅 南新上,350万,2室1厅 | 56.71平米 | 南 | 毛坯 | 中楼层(共5层) | 1987年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_REjyDj81w_1.jpg.296x216.jpg
20201223,闵行,莘庄,团结花苑 3室2厅 南 北新上,435万,3室2厅 | 80.83平米 | 南 北 | 简装 | 低楼层(共7层) | 1998年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_yeML6q4P1_1.jpg.296x216.jpg
20201223,闵行,莘庄,电梯高层复式带地暖，适合一家三代居住，房东诚意出售新上,1290万,5室3厅 | 257.96平米 | 南 | 简装 | 高楼层(共11层) | 2001年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_cCRwdL7bd_1.jpg.296x216.jpg
20201223,闵行,莘庄,急售！双南两房，明厅带北露台视野开阔，业主诚心出售房主自荐,330万,2室1厅 | 72.43平米 | 南 | 简装 | 高楼层(共7层) | 1998年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-6bbba400-8e9e-4c31-b698-080e166d7bea.jpg.296x216.jpg
20201223,闵行,莘庄,户型正气，采光通风好，位置中间，带阁楼，得房率高，,760万,4室2厅 | 105.06平米 | 南 北 | 简装 | 高楼层(共6层) | 2002年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_0tjb2aiOU_1.jpg.296x216.jpg
20201223,闵行,莘庄,万科好房降临，位置安静，全天采光，诚意出售，链家卖新上,1018万,3室2厅 | 125.74平米 | 南 | 精装 | 高楼层(共6层) | 2002年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_D4Nx64qtF.jpg.296x216.jpg
20201223,闵行,莘庄,莘庄品质小区，全明户型，满五唯一，地铁商场近在咫尺,715万,2室2厅 | 95.07平米 | 南 | 简装 | 低楼层(共17层) | 2005年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_x12n986PS_1.jpg.296x216.jpg
20201223,闵行,莘庄,山上南北通大平层，两南一北，南面大阳台采光通透,586万,3室2厅 | 140.08平米 | 南 | 简装 | 中楼层(共18层) | 2005年建 | 板楼,http://image1.ljcdn.com/310000-inspection/test-b644ef37-9962-48f3-8712-f054b493d3b7.png.296x216.jpg
20201223,闵行,莘庄,闵富花苑 2室2厅 南新上,485万,2室2厅 | 119.28平米 | 南 | 精装 | 中楼层(共7层) | 1998年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_lzI3PQY7H_1.jpg.296x216.jpg
20201223,闵行,莘庄,黎安一村（南区） 2室1厅 南新上,340万,2室1厅 | 67.63平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/2fc9a71e-3766-4a7f-8043-6fa3e2c60278_1000.jpg.296x216.jpg
20201223,闵行,莘庄,盛园(公寓) 2室2厅 南新上,630万,2室2厅 | 97.06平米 | 南 | 简装 | 低楼层(共8层) | 2006年建 | 板楼,http://image1.ljcdn.com/110000-inspection/43adbc2b-c343-4eda-a626-4149789c1933_1000.jpg.296x216.jpg
20201223,闵行,莘庄,临河观景，三加一大阳台户型，拎包入住，满五唯一,566万,3室2厅 | 138.63平米 | 南 北 | 精装 | 中楼层(共17层) | 2006年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_HbkeGyugd_1.jpg.296x216.jpg
20201223,闵行,莘庄,电梯两房，空间大，产权清晰，诚意出售,650万,2室2厅 | 105.31平米 | 东南 | 简装 | 低楼层(共15层) | 1998年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/pc1_QOOY9yeSD_1.jpg.296x216.jpg
20201223,闵行,莘庄,一楼带地下室带花园，近西门，出入方便,650万,5室2厅 | 292.95平米 | 南 北 | 简装 | 低楼层(共14层) | 2006年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_AK7eGjBT0_1.jpg.296x216.jpg
20201223,闵行,莘庄,中间楼层，不靠马路，拎包入住，业主诚意出售！,358万,2室1厅 | 63.24平米 | 南 | 简装 | 中楼层(共5层) | 1983年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_w46caVW4d_1.jpg.296x216.jpg
20201223,闵行,莘庄,不美的世界需要美的家，美的家成就美的自己房主自荐,2300万,4室2厅 | 249.99平米 | 南 | 精装 | 3层 | 2003年建 | 板楼 | 双拼别墅,http://image1.ljcdn.com/110000-inspection/pc1_rmcj7boHn_1.jpg.296x216.jpg
20201223,闵行,莘庄,此房户型正，两房朝南，厨卫朝北，业主诚意出售房主自荐,330万,2室1厅 | 74.92平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/a769a759-03cc-4004-b287-3e24942cc2b5_1000.jpg.296x216.jpg
20201223,闵行,莘庄,银霄大厦在卖的三房，满五不唯一,580万,3室2厅 | 134.41平米 | 西南 | 简装 | 低楼层(共24层) | 1996年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/pc1_WflEw0qCs_1.jpg.296x216.jpg
20201223,闵行,莘庄,满五唯一，小区位置好，楼层好。房主自荐,281万,2室1厅 | 60.1平米 | 南 | 简装 | 低楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_BN3kAgAAp_1.jpg.296x216.jpg
20201223,闵行,莘庄,精装大三房，中+央空调加地暖，南北双阳台，视野开阔房主自荐,1150万,3室2厅 | 128.55平米 | 南 | 精装 | 中楼层(共6层) | 2002年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Lg2q4x9D7_1.jpg.296x216.jpg
20201223,闵行,莘庄,电梯高层景观房，精致装修，诚意出售，满五唯一,750万,3室2厅 | 156.58平米 | 南 北 | 简装 | 低楼层(共18层) | 2000年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_QayOnWJpG_1.jpg.296x216.jpg
20201223,闵行,莘庄,电梯高楼层，小区处于闹中取静，窗外灯火阑珊,560万,2室2厅 | 102.06平米 | 南 | 精装 | 中楼层(共18层) | 1998年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/b5b8847a-8a9f-43a7-9f55-a61ba3c68935_1000.jpg.296x216.jpg
20201223,闵行,莘庄,名都一期南北通户型两房采光佳满五唯一房主自荐,580万,2室1厅 | 88.88平米 | 南 | 简装 | 低楼层(共6层) | 2001年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_DtgYUnwVe_1.jpg.296x216.jpg
20201223,闵行,莘庄,一年半精装修，楼层好，紧靠绿色主题公园,350万,2室1厅 | 66.23平米 | 南 | 精装 | 中楼层(共6层) | 1998年建 | 板楼,http://image1.ljcdn.com/110000-inspection/03e4480f-581a-4eff-8ad0-7dc631a79496_1000.jpg.296x216.jpg
20201223,闵行,莘庄,此房视野开阔，带个院子，小区配套齐全，生活便利，,345万,2室1厅 | 51.43平米 | 南 | 简装 | 低楼层(共6层) | 1989年建 | 板楼,http://image1.ljcdn.com/110000-inspection/456d54c3-4008-4d17-9197-64a9c7be7fdd_1000.jpg.296x216.jpg
20201223,闵行,莘庄,园林小憩杯盏之间，慢即是快，带院落的三房等着您！,550万,3室2厅 | 129.86平米 | 南 北 | 精装 | 低楼层(共17层) | 2008年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_bmSUwffaA_1.jpg.296x216.jpg
20201223,闵行,莘庄,莲浦新苑 南北通 大三房 诚意出售,870万,3室2厅 | 132.3平米 | 南 北 | 简装 | 高楼层(共6层) | 2001年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_RyiH2VtM3_1.jpg.296x216.jpg
