20201223,宝山,上大,上大红盘小区 次顶楼景观房 唯一无个税新上,818万,3室2厅 | 138.31平米 | 南 北 | 精装 | 高楼层(共14层) | 2009年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_QHIGOsYLV_1.jpg.296x216.jpg
20201223,宝山,上大,双开间朝南，精装修，品质小区，配套齐全，近地铁新上,290万,1室2厅 | 61.21平米 | 南 | 精装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ULopEcCQw_1.jpg.296x216.jpg
20201223,宝山,上大,此房满四唯一，采光全明，没有遮挡，楼层好，带有地暖新上,348万,2室2厅 | 88.18平米 | 南 北 | 精装 | 中楼层(共16层) | 2009年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Gez8WFEiG_1.jpg.296x216.jpg
20201223,宝山,上大,业主诚意出售，满五唯一，小区花园位置，采光没问题！房主自荐,430万,2室2厅 | 91.52平米 | 南 | 精装 | 低楼层(共20层) | 2009年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_bwnEi5DiE_1.jpg.296x216.jpg
20201223,宝山,上大,精装修带zhong央 空调 拎包入住 交易税少 楼层好房主自荐,460万,2室2厅 | 87.7平米 | 南 北 | 精装 | 中楼层(共13层) | 2004年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_osqZM9kNF_1.jpg.296x216.jpg
20201223,宝山,上大,上大聚丰园 2室2厅 南房主自荐,459万,2室2厅 | 93.2平米 | 南 | 简装 | 中楼层(共6层) | 2004年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_yLF2dXpFd_1.jpg.296x216.jpg
20201223,宝山,上大,一楼带院子，商品房，南北户型，诚意出售房主自荐,509万,3室2厅 | 110.8平米 | 南 北 | 简装 | 低楼层(共11层) | 2008年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_rf1eAeOP6_1.jpg.296x216.jpg
20201223,宝山,上大,祁连二村 3室1厅 南新上,400万,3室1厅 | 89.06平米 | 南 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_SKte4C4MH_1.jpg.296x216.jpg
20201223,宝山,上大,地铁次新房，满2年税少楼层好，采光视野佳房主自荐,545万,2室2厅 | 87.62平米 | 南 | 精装 | 中楼层(共14层)  | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_BZEPBoYGZ_1.jpg.296x216.jpg
20201223,宝山,上大,精装修花园洋房，两年前买入，买入价格税费少,780万,4室2厅 | 160.36平米 | 南 北 | 精装 | 低楼层(共6层) | 2012年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_8Ohz0RbXc_1.jpg.296x216.jpg
20201223,宝山,上大,17年次新房  税费少 南北直通 户型方正,475万,2室2厅 | 88.42平米 | 南 | 毛坯 | 低楼层(共10层)  | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_tWXRC0QQD_1.jpg.296x216.jpg
20201223,宝山,上大,南北通大三房； 满五唯一，免征个税； 花园式小区。,575万,3室2厅 | 120.13平米 | 南 | 精装 | 低楼层(共32层) | 2012年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_lCA8kb4zD_1.jpg.296x216.jpg
20201223,宝山,上大,中楼层采光好，精装自住保养好，税费少，诚意卖房主自荐,1550万,5室3厅 | 246.09平米 | 南 北 | 精装 | 中楼层(共17层) | 2009年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_cN4sJ2Umq_1.jpg.296x216.jpg
20201223,宝山,上大,嘿！三期错层复式，高层景观，一梯一户，舒适生活。房主自荐,1380万,5室3厅 | 247.12平米 | 南 北 | 精装 | 中楼层(共17层) | 2009年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_18ycN1loP_1.jpg.296x216.jpg
20201223,宝山,上大,尊贵体验一梯一户大户型  上下两层动静分离房主自荐,1400万,4室3厅 | 242.61平米 | 南 北 | 精装 | 高楼层(共17层) | 2009年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_W0camXiQF_1.jpg.296x216.jpg
20201223,宝山,上大,葑润华庭 1室1厅 南 北房主自荐,240万,1室1厅 | 46.39平米 | 南 北 | 毛坯 | 低楼层(共6层) | 2008年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_y3xLKFdoA_1.jpg.296x216.jpg
